sp001-000001_RV_01_1-17	mAtApitfByAm jagato namo vAmArDajAnaye
sp001-001174_RV_04	tadA cakzuzmatAm prItiH anurAgaH samarasA samasvAdA
sp001-001175_RV_04	tulyaBogeti yAvat
sp001-001176_RV_04	raso ganDe rasaH svAde iti viSvaH
sp001-001177_RV_04	AsIt
sp001-001178_RV_04	haMsaSreRISviti
sp001-001179_RV_04	haMsAnAm SreRIzu paNktizu
sp001-001180_RV_04	tArAsu nakzatrezu
sp001-001181_RV_04	kumudAni yezu santIti kumudvanti
sp001-001182_RV_04	kumudvAnkumudaprAye ityamaraH
sp001-001183_RV_04	kumudanaqavetaseByo qmatup
sp001-001184_RV_04	tezu
sp001-001185_RV_04	kumudaprAyezvityarTaH
sp001-001186_RV_04	vArizu ca tadIyAnAm raGusambanDinAm yaSasAm viBUtayaH sampadaH paryastA iva prasAritAH kim
sp001-001187_RV_04	ityutprekzA
sp001-001188_RV_04	anyaTA kaTamezAm DavalimA iti BAvaH
sp001-001189_RV_04	ikzucCAyeti
sp001-001190_RV_04	ikzURAm CAyA ikzucCAyam
sp001-001191_RV_04	CAyA bAhulye iti napuMsakatvam
sp001-001192_RV_04	tatra nizaRRA ikzucCAyanizAdinyaH
sp001-001193_RV_04	ikzucCAyAnizAdinyaH iti strIliNgapAWe ikzoH CAyeti vigrahaH
sp001-001194_RV_04	anyaTA bahutve napuMsakatvaprasaNgAt
sp001-001195_RV_04	SAlIn gopAyanti rakzantIti SAligopyaH sasyapAlikAH striyaH
sp001-001196_RV_04	karmaRyaR
sp001-001197_RV_04	wiqQARaY ityAdinA NIp
sp001-001198_RV_04	goptuH rakzakasya tasya raGoH
sp001-001199_RV_04	guReBya udayaH yasya tadguRodayam guRotpannam AkumAram kumArAt AraBya kaTodGAtaH kaTAramBo yasya tat
sp001-001200_RV_04	kumArErapi stUyamAnam ityarTaH
sp001-001201_RV_04	yaSo jaguH gAyanti sma
sp001-001202_RV_04	aTavA kumArasya sato raGoH yAH kaTAH indravijayAdayaH tata AraBya AkumArakaTam
sp001-001203_RV_04	tatrApi aBiviDO avyayIBAvaH
sp001-001204_RV_04	AkumArakaTam udGAto yasminkarmaRi
sp001-001205_RV_04	gAnakriyAviSezaRametat
sp001-001206_RV_04	syAdaByAdAnamudGAta AramBaH ityamaraH
sp001-001207_RV_04	AkumArakaTodBUtam iti pAWe kumArasya sataH tasya kaTABiH caritEH udBUtam yadyaSaH tadyaSa AraBya yaSo jaguriti vyAKyeyam
sp001-001208_RV_04	prasasAdeti
sp001-001209_RV_04	mahOjasaH kumBayoneH agastyasya
sp001-001210_RV_04	agastyaH kumBasamBavaH ityamaraH
sp001-001211_RV_04	udayAt amBaH prasasAda prasannam baBUva
sp001-001212_RV_04	mahOjasaH raGoH udayAt aBiBavASaNki dvizatAm manaH cukzuBe kAluzyam prApa
sp001-001213_RV_04	agastyodaye jalAni prasIdanti ityAgamaH
sp001-001214_RV_04	madodagrA iti
sp001-001215_RV_04	madodagrAH madodDatAH
sp001-001216_RV_04	kakudezAm astIti kakudmantaH
sp001-001217_RV_04	mahAkakuda ityarTaH
sp001-001218_RV_04	yavAditvAt makArasya vatvABAvaH
sp001-001219_RV_04	saritAm kUlAni udrujantIti kUlamudrujAH
sp001-001220_RV_04	udi kUle rujivahoH iti KaSpratyayaH
sp001-001221_RV_04	arurdvizat ityAdinA mumAgamaH
sp001-001222_RV_04	mahAntaH ukzARo mahokzAH
sp001-001223_RV_04	acatura ityAdinA nipAtanAt akArAntaH
sp001-001224_RV_04	lIlAKelam vilAsasuBagam tasya raGoH utsAhavato vapuzmataH paraBaYjakasya vikramam SOryam anuprApuH anucakruH
sp001-001225_RV_04	prasavErati
sp001-001226_RV_04	madasyeva ganDo yezAm tEH madaganDiBiH
sp001-001227_RV_04	upamAnAcca iti IkAraH samAsAntaH
sp001-001228_RV_04	saptaparRAnAm vfkzaviSezARAm
sp001-001229_RV_04	saptaparRo viSAlatvakSArado vizamacCadaH ityamaraH
sp001-001230_RV_04	prasavEH puzpEH AhatAH tasya raGoH nAgAH gajAH
sp001-001231_RV_04	gajeऽpi nAgamAtaNgO ityamaraH
sp001-001232_RV_04	asUyayA iva AhatinimittayA sparDayA iva saptaDEva prasusruvuH mudam vavfzuH
sp001-001233_RV_04	pratigajaganDABimAnAditi BAvaH
sp001-001234_RV_04	karAtkawAByAm meQrAcca netrAByAm ca madasrutiH iti pAlakApye
sp001-001235_RV_04	karAnnAsAranDAByAm ityarTaH
sp001-001236_RV_04	sarita iti
sp001-001237_RV_04	saritaH gADAH supratarAH kurvatI
sp001-001238_RV_04	paTo mArgAMSca ASyAnakardamAn SuzkapaNkAn kurvatI
sp001-001239_RV_04	saMyogAderAto DAtoryaRvataH iti SyateH nizWAtasya natvam
sp001-001240_RV_04	Sarat SaradftuH tam raGum SakteH utsAhaSakteH praTamam prAk yAtrAyE daRqayAtrAyE codayAmAsa prerayAmAsa
sp001-001241_RV_04	praBAvamantraSaktisampannasya Sarat svayam utsAham utpAdayAmAsA ityarTaH
sp001-001242_RV_04	tasmA iti
sp001-001243_RV_04	vAjinAm aSvAnAm nIrAjanAviDO nIrAjanAKye SAntikarmaRi samyak viDivat hutaH homasamidDaH vahniH
sp001-001244_RV_04	pragatA dakziRam pradakziRam
sp001-001245_RV_04	tizWadgupraBftitvAt avyayIBAvaH
sp001-001246_RV_04	pradakziRam yA arciH jvAlA tasyAH vyAjena hasteneva tasmE jayam dadO
sp001-001247_RV_04	uktam AhavayAtrAyAm idDaH pradakziRagato hutaBuN nfpasya DAtrIm samudraraSanAm vaSagAm karoti iti
sp001-001248_RV_04	vAjigrahaRam gajAdInAm api upalakzaRam tezAmapi nIrAjanAviDAnAt
sp001-001249_RV_04	sa iti
sp001-001250_RV_04	guptO mUlam svanivAsasTAnam pratyantaH prAntadurgam ca yena sa guptamUlapratyantaH
sp001-001251_RV_04	SudDapArzRiH udDatapfzWaSatruH senayA rakzitapfzWadeSo vA
sp001-001252_RV_04	ayAnvitaH ayaH SuBAvaho viDiH ityamaraH
sp001-001253_RV_04	sa raGuH zaqviDam mOlaBftyAdirUpam balam sEnyam
sp001-001254_RV_04	mOlam BftyaH suhfcCreRI dvizadAwavikam balam iti kozaH
sp001-001255_RV_04	AdAya diSAm jigIzayA jetumicCayA pratasTe cacAla
sp001-001256_RV_04	avAkiran iti
sp001-001257_RV_04	vayovfdDAH pOrayozitaH tam raGum prayAntam lAjEH AcAralAjEH mandarodDUtEH pfzatEH binduBiH kzIrormayaH kzIrasamudrormayoH acyutam vizRum iva
sp001-001258_RV_04	avAkiran paryakzipan
sp001-001259_RV_04	sa iti
sp001-001260_RV_04	prAcInabarhirnAmA kaScinmahArAja iti kecit
sp001-001261_RV_04	prAcInabarhiH indraH
sp001-001262_RV_04	parjanyo maGavA vfzA harihayaH prAcInabarhistaTA iti indraparyAyezu halAyuDABiDAnAt
sp001-001263_RV_04	tena tulyaH sa raGuH
sp001-001264_RV_04	anilena anukUlavAtena udDUtEH ketuBiH DvajEH ahitAn ripUn tarjayanniva Bartsayanniva
sp001-001265_RV_04	tarjiBartsyoH anudAttettveऽpi cakziNaH NitkaraRena anudAttettva nimittasya Atmanepadasya anityatvajYApanAt parasmEpadamiti vAmanaH
sp001-001266_RV_04	praTamam prAcIm diSam yayO
sp001-001267_RV_04	rajoBiriti
sp001-001268_RV_04	kim kurvan
sp001-001269_RV_04	syandanodDUtEH rajoBiH GanasanniBEH varRataH kriyAtaH parimARataSca meGatulyEH gajESca
sp001-001270_RV_04	yaTAkramam vyoma AkASam Buvastalamiva BUtalam ca vyomeva kurvan
sp001-001271_RV_04	yayAviti pUrveRa sambanDaH
sp001-001272_RV_04	pratApa iti
sp001-001273_RV_04	agre pratApaH tejoviSezaH
sp001-001274_RV_04	sa pratApaH praBAvaSca yattejaH koSadaRqajam ityamaraH
sp001-001275_RV_04	tataH SabdaH senAkalakalaH
sp001-001276_RV_04	tadanantaram parAgo DUliH
sp001-001277_RV_04	parAgaH puzparajasi DUlisnAnIyayorapi iti viSvaH
sp001-001278_RV_04	paScAt raTAdi raTASvAdikam caturaNgabalam
sp001-001279_RV_04	raTAnIkam iti pAWe itiSabdADyAhAreRa yojyam
sp001-001280_RV_04	iti itTam catuHskanDeva caturvyUheva
sp001-001281_RV_04	skanDaH prakARqe kAyAMSe vijYAnAdizu paYcasu
sp001-001282_RV_04	nfpe samUhe vyUhe ca iti hEmaH
sp001-001283_RV_04	sA camUH yayO
sp001-001284_RV_04	marupfzWeti
sp001-001285_RV_04	sa raGuH SaktimattvAt samarTatvAt marupfzWAni nirjalasTAnAni
sp001-001286_RV_04	samAnO maruDanvAnO ityamaraH
sp001-001287_RV_04	udamBAMsi udBUtajalAni cakAra
sp001-001288_RV_04	nAvyA nOBiH tAryA nadIH
sp001-001289_RV_04	nAvyam triliNgam nOtArye ityamaraH
sp001-001290_RV_04	nOvayoDarmavizamUla ityAdinA yatpratyayaH
sp001-001291_RV_04	supratarAH suKena tAryAH cakAra
sp001-001292_RV_04	vipinAni araRyAni
sp001-001293_RV_04	awavyaraRyam vipinam ityamaraH
sp001-001294_RV_04	prakASAni nirvfkzARi cakAra
sp001-001295_RV_04	SaktyutkarzAt tasya agamyam kimapi nAsIditi BAvaH
sp001-001296_RV_04	sa iti
sp001-001297_RV_04	mahatIm senAm pUrvasAgaragAminIm karzan sa raGuH
sp001-001298_RV_04	harasya jawAByaH BrazwAm gaNgAm karzan
sp001-001299_RV_04	sApi pUrvasAgaragAminI
sp001-001300_RV_04	BagIraTa iva baBO
sp001-001301_RV_04	BagIraTo nAma kaScitkapiladagDAnAm sAgarARAm naptA tatpAvanAya harakirIwAt gaNgAm pravartayitA rAjA
sp001-001302_RV_04	yatsambanDAt gaNgA ca BAgIraTIti gIyate
sp001-001303_RV_04	tyAjitEriti
sp001-001304_RV_04	Palam Pale Dane bIje nizpattO BogalABayoH iti keSavaH
sp001-001305_RV_04	Palam lABam
sp001-001306_RV_04	vfkzapakze prasavam ca tyAjitEH
sp001-001307_RV_04	tyajerRyantAddvikarmakAt apraDAne karmaRi ktaH
sp001-001308_RV_04	utKAtEH svapadAt cyAvitEH
sp001-001309_RV_04	anyatra utpAwitEH
sp001-001310_RV_04	bahuDA BagnEH raRe jitEH
sp001-001311_RV_04	anyatra CinnEH nfpEH
sp001-001312_RV_04	pAdapEH dantino gajasya iva
sp001-001313_RV_04	tasya raGoH mArgam ulbaRaH prakASa AsIt
sp001-001314_RV_04	prakASam prakawam spazwam ulbaRam viSadam sPuwam iti yAdavaH
sp001-001315_RV_04	pOrastyAniti
sp001-001316_RV_04	jayI jayanaSIlaH
sp001-001317_RV_04	jidfkziviSrI ityAdinA inipratyayaH
sp001-001318_RV_04	sa raGuH evam
sp001-001319_RV_04	puraH BavAn pOrastyAn prAcyAn
sp001-001320_RV_04	dakziRApaScAtpurasastyak iti tyakpratyayaH
sp001-001321_RV_04	tAMstAn
sp001-001322_RV_04	sarvAn ityarTaH
sp001-001323_RV_04	vIpsAyAm dviruktiH
sp001-001324_RV_04	janapadAn deSAn AkrAman tAlIvanEH SyAmam mahodaDeH upakaRWam antikam prApa
sp001-001325_RV_04	anamrARAmiti
sp001-001326_RV_04	anamrARAm
sp001-001327_RV_04	karmaRi zazWI
sp001-001328_RV_04	samudDartuH unmUlayituH tasmAt raGoH sakASAt
sp001-001329_RV_04	BItrArTAnAm BayahetuH ityapAdAnatvAt paYcamI
sp001-001330_RV_04	sinDurayAt nadIvegAdiva suhmEH suhmadeSIyEH
sp001-001331_RV_04	suhmAdayaH SabdAH janapadavacanAH kzatriyam Acakzate
sp001-001332_RV_04	vEtasIm vetasaH sambanDinIm vfttim
sp001-001333_RV_04	praRatim ityarTaH
sp001-001334_RV_04	ASritya
sp001-001335_RV_04	AtmA saMrakzitaH
sp001-001336_RV_04	atra kOwilyaH balIyasABiyukto durbalaH sarvatra anupraRato vetasaDarmam AtizWet iti
sp001-001337_RV_04	vaNgAniti
sp001-001338_RV_04	netA nAyakaH sa raGuH nOBiH sADanEH udyatAn sannadDAn vaNgAn rAjYaH tarasA balena
sp001-001339_RV_04	tarasI balaraMhasI iti yAdavaH
sp001-001340_RV_04	utKAya unmUlya gaNgAyAH srotasAm pravAhARAm antarezu dvIpezu jayastamBAn nicaKAna
sp001-001341_RV_04	sTApitavAnityarTaH
sp001-001342_RV_04	ApAdeti
sp001-001343_RV_04	ApAdapadmam aNGripadmaparyantam praRatAH
sp001-001344_RV_04	ata eva utKAtAH pUrvam udDftA api pratiropitAH paScAtsTApitAH te vaNgAH
sp001-001345_RV_04	kalamA iva SAliviSezA iva
sp001-001346_RV_04	SAlayaH kalamAdyASca zazwikAdyASca puMsyamI ityamaraH
sp001-001347_RV_04	teऽpi ApAdapadmam pAdapadmamUlaparyantam praRatAH
sp001-001348_RV_04	pAdo buDne turIyAMSa SElapratyantaparvatAH iti viSvaH
sp001-001349_RV_04	utKAtapratiropitASca
sp001-001350_RV_04	raGum PalEH DanEH
sp001-001351_RV_04	anyatra sasyEH
sp001-001352_RV_04	saMvarDayAmAsuH
sp001-001353_RV_04	Palam Pale Dane bIje nizpattO BogalABayoH
sp001-001354_RV_04	sasye iti keSavaH
sp001-001355_RV_04	sa iti
sp001-001356_RV_04	sa raGuH badDAH dviradA eva
sp001-001357_RV_04	badDAH dviradA eva setavaH yEstEH sEnyEH kapiSAm nAma nadIm tIrtvA
sp001-001358_RV_04	karaBAm iti kecitpaWanti
sp001-001359_RV_04	utkalEH rAjaBiH AdarSitapaTaH sandarSitamArgaH san kaliNgABimuKo yayO
sp001-001360_RV_04	sa iti
sp001-001361_RV_04	sa raGuH mahendrasya kulaparvataviSezasya
sp001-001362_RV_04	mahendro malayaH sahyaH SaktimAn FkzaparvataH
sp001-001363_RV_04	vinDyaSca pAriyAtraSca saptEte kulaparvatAH
sp001-001364_RV_04	iti vizRupurARAt
sp001-001365_RV_04	mUrDni tIkzRam duHsaham pratApam
sp001-001366_RV_04	yantA sAraTiH gamBIravedinaH dviradasya gajaviSezasya mUrDni tIkzRam niSitam aNkuSam iva
sp001-001367_RV_04	nyaveSayat nikziptavAn
sp001-001368_RV_04	tvagBedAt kzoRitasrAvAt mAMsasya kraTanAdapi
sp001-001369_RV_04	AtmAnam yo na jAnAti sa syAdgamBIraveditA
sp001-001370_RV_04	iti rAjaputrIye
sp001-001371_RV_04	cirakAlena yo vetti SikzAm paricitAmapi
sp001-001372_RV_04	gamBIravedI vijYeyaH sa gajo gajavediBiH
sp001-001373_RV_04	iti mfgacarmIye
sp001-001374_RV_04	pratijagrAheti
sp001-001375_RV_04	gajasADanaH san kAliNgaH kaliNgAnAm rAjA
sp001-001376_RV_04	dvyaYmagaDakaliNga ityAdinA aRpratyayaH
sp001-001377_RV_04	astrEH AyuDEH tam raGum
sp001-001378_RV_04	pakzARAm Cede udyatam udyuktam Sakram SilAvarzI parvata iva
sp001-001379_RV_04	pratijagrAha pratyaBiyuktavAn
sp001-001380_RV_04	dvizAmiti
sp001-001381_RV_04	kAkutsTaH raGuH tatra mahendrAdrO dvizAm nArAcadurdinam nArAcAnAm bARaviSezARAm durdinam
sp001-001382_RV_04	lakzaRayA varzamucyate
sp001-001383_RV_04	vizahya sahitvA sat yaTASAstram maNgalasnAta iva vijayamaNgalArTam aBizikta iva jayaSriyam pratipede prApa
sp001-001384_RV_04	yattu sarvOzaDisnAnam tanmANgalyamudIritam iti yAdavaH
sp001-001385_RV_04	tAmbUlInAm iti
sp001-001386_RV_04	tatra mahendrAdrO yuDyanta iti yoDAH
sp001-001387_RV_04	pacAdyac
sp001-001388_RV_04	racitAH kalpitAH ApAnaBUmayaH pAnayogyapradeSAH yEste taToktAH santaH nArikelAsavam nArikelamadyam tAmbUlInAm nAgavallInAm dalEH papuH
sp001-001389_RV_04	tatra vijahru ityarTaH
sp001-001390_RV_04	SAtravam yaSaSca papuH
sp001-001391_RV_04	jahrurityarTaH
sp001-001392_RV_04	gfhIteti
sp001-001393_RV_04	DarmavijayI DarmArTam vijayaSIlaH sa nfpaH raGuH
sp001-001394_RV_04	gfhItaScAsO pratimuktaSca gfhItapratimuktaH
sp001-001395_RV_04	tasya mahendranATasya kAliNgasya Sriyam jahAra
sp001-001396_RV_04	DarmArTamiti BAvaH
sp001-001397_RV_04	medinIm tu na jahAra
sp001-001398_RV_04	SaraRAgatavAtsalyAditi BAvaH
sp001-001399_RV_04	tata iti
sp001-001400_RV_04	tataH prAcIvijayAnantaram Palavat pUgamAlinA PalitakramukaSreRImatA
sp001-001401_RV_04	vrIhyAditvAt inipratyaya
sp001-001402_RV_04	velAyAH samudrakUlasya tawena upAntenEva agastyena AcaritAm ASAm dakziRAm diSam anASAsyajayaH
sp001-001403_RV_04	ayatnasidDatvAt aprArTanIyajayaH san
sp001-001404_RV_04	yayO
sp001-001405_RV_04	agastyo dakziRAmASAm ASritya naBasi sTitaH
sp001-001406_RV_04	varuRasyAtmajo yogI vinDyavAtApimardanaH
sp001-001407_RV_04	iti brahmapurARe
sp001-001408_RV_04	sa iti
sp001-001409_RV_04	sa raGuH gajAnAm dAnena madena suganDinA suraBiganDinA
sp001-001410_RV_04	ganDasya ityAdinA ikArAdeSaH samAsAntaH
sp001-001411_RV_04	yadyapi ganDasya itve tadekAntagrahaRam kartavyam iti nEsargikaganDavivakzAyAm eva ikArAdeSaH
sp001-001412_RV_04	taTApi niraNkuSAH kavayaH
sp001-001413_RV_04	taTA mAGakAvye vavrayukCadagucCasuganDayaH satatamAstratagAnagiroऽliBiH nEzaDe ca
sp001-001414_RV_04	apAm hi tfptAya na vAriDArAH svAduH suganDiH svadate tuzArA iti
sp001-001415_RV_04	na karmaDArayAt matvarTIyaH iti nizeDAt inipratyayapakzoऽpi jaGanya eva
sp001-001416_RV_04	senAyAm samavetAH sEnyAH
sp001-001417_RV_04	senAyAm samavetA ye sEnyAste sEnikASca te ityamaraH
sp001-001418_RV_04	senAyA vA iti RyapratyayaH
sp001-001419_RV_04	tezAm pariBogeRa kAverIm nAmasaritam saritAm patyuH samudrasya SaNkanIyAm na viSvasanIyAm iva akarot
sp001-001420_RV_04	samBogaliNgadarSanAt BartuH aviSvAso BavatIti BAvaH
sp001-001421_RV_04	balEriti
sp001-001422_RV_04	vijigIzoH vijetumicCoH gatADvanaH tasya raGoH balEH sEnyEH
sp001-001423_RV_04	balam Saktirbalam sEnyam iti yAdavaH
sp001-001424_RV_04	mArIcezu marIcavanezu udBrAntAH pariBrAntAH hArItAH pakziviSezAH yAsu tAH
sp001-001425_RV_04	tezAm viSezA hArIto madguH kAraRqavaH plavaH ityamaraH
sp001-001426_RV_04	malayAdreH upatyakA AsannaBUmayaH
sp001-001427_RV_04	upatyakAdrerAsannA BUmirUrDvamaDityakA ityamaraH
sp001-001428_RV_04	upADiByAm tyakan ityAdinA tyakanpratyayaH
sp001-001429_RV_04	aDyuSitAH
sp001-001430_RV_04	upatyakAsu uzitam ityarTaH
sp001-001431_RV_04	upAnvaDyANvasaH iti karmatvam
sp001-001432_RV_04	sasaYjuriti
sp001-001433_RV_04	aSvEH kzuRRAnAm elAnAm elAlatAnAm utpatizRavaH utpatanaSIlAH alaNkfY ityAdinA izRucpratyayaH
sp001-001434_RV_04	PalareRavaH PalarajAMsi tulyaganDizu samAnaganDizu
sp001-001435_RV_04	sarvaDanItivat innantaH bahuvrIhiH
sp001-001436_RV_04	matteBAnAm kawezu sasaYjuH saktAH
sp001-001437_RV_04	gajagaRqe kawI kawO iti kozaH
sp001-001438_RV_04	BogIti
sp001-001439_RV_04	candanAnAm candanadrumARAm BogivezwanamArgezu sarpavezwanAnnimnezu samarpitam saYjitam tripadIcCedinAm pAdaSfNKalacCedakAnAm api
sp001-001440_RV_04	tripadI pAdabanDanam iti yAdavaH
sp001-001441_RV_04	kariRAm
sp001-001442_RV_04	grIvAsu Bavam grEvam kaRWabanDanam
sp001-001443_RV_04	grIvAByoऽRca ityaRpratyayaH
sp001-001444_RV_04	nAsrasat na srastam aBUt
sp001-001445_RV_04	dyudByo luNi iti parasmEpade puzAditvAt aN
sp001-001446_RV_04	aniditAm iti nakAralopaH
sp001-001447_RV_04	diSIti
sp001-001448_RV_04	dakziRasyAm diSi raverapi tejaH mandAyate mandam Bavati
sp001-001449_RV_04	lohitAditvAt kyazpratyayaH
sp001-001450_RV_04	vA kyazaH ityAtmanepadam
sp001-001451_RV_04	dakziRAyane tejomAndyAditi BAvaH
sp001-001452_RV_04	tasyAmeva diSi
sp001-001453_RV_04	pARqyAH pARqUnAm janapadAnAm rAjAnaH pARqyAH
sp001-001454_RV_04	pARqorqyaRavaktavyaH
sp001-001455_RV_04	raGoH pratApam na vizehire na soQavantaH
sp001-001456_RV_04	sUryavijayinaH api vijitavAn iti nAyakasya mahAnutkarzo gamyate
sp001-001457_RV_04	tAmraparRIti
sp001-001458_RV_04	te pARqyAH tAmraparRyA nadyA sametasya saNgatasya mahodaDeH sambanDi saYcitam muktAsAram mOktikavaram
sp001-001459_RV_04	sAro bale sTirAMSe ca nyAyye klIbam vare trizu ityamaraH
sp001-001460_RV_04	svam svakIyam saYcitam yaSa iva tasmE raGave nipatya praRipatya daduH
sp001-001461_RV_04	yaSasaH SuBratvAt Opamyam
sp001-001462_RV_04	tAmraparRIsaNgame mOktikotpattiriti prasidDam
sp001-001463_RV_04	sa iti
sp001-001464_RV_04	yugmametat
sp001-001465_RV_04	asahyavikramaH sa raGuH tawezu sAnuzu AlInacandanO vyAptacandanadrumO
sp001-001466_RV_04	ganDasAro malayajo BadraSrIScandanoऽstriyAm ityamaraH
sp001-001467_RV_04	stanapakze prAntezu vyAptacandanAnulepO
sp001-001468_RV_04	tasyAH dakziRasyAH diSaH stanAviva sTitO malayadardurO nAma SElO yaTAkAmam yaTecCam nirviSya upaBujya
sp001-001469_RV_04	nirveSo BftiBogayoH ityamaraH
sp001-001470_RV_04	udakAnyasya santIti udanvAn udaDiH
sp001-001471_RV_04	udanvAnudaDO ca iti nipAtaH
sp001-001472_RV_04	udanvatA dUrAnmuktam dUrataH tyaktam
sp001-001473_RV_04	stokAntikadUrArTakfcCrARi ktena iti samAsaH
sp001-001474_RV_04	paYcamyAH stokAdiByaH ityaluk
sp001-001475_RV_04	srastAMSukam medinyAH nitambam iva sTitam sahyam sahyAdrim alaNGayat prAptaH atikrAnto vA
sp001-001476_RV_04	samprati pratIcIm diSam aBiyayO ityAha
sp001-001477_RV_04	tasyeti
sp001-001478_RV_04	aparAntAnAm pAScAtyAnAm jaye udyatEH udyuktEH
sp001-001479_RV_04	aparAntAstu pAScAttyAH te ca sUryarikAdayaH iti yAdavaH
sp001-001480_RV_04	asarpadBiH gacCadBiH tasya raGoH anIkEH sEnyEH
sp001-001481_RV_04	anIkam tu raRe sEnye iti viSvaH
sp001-001482_RV_04	arRavo rAmasya jAmadagnyasya astrEH utsAritaH parisAritaH api sahyalagna iva AsIt
sp001-001483_RV_04	sEnyam dvitIyaH arRavaH iva adfSyateti BAvaH
sp001-001484_RV_04	Bayeti
sp001-001485_RV_04	tena raGuRA Bayena utsfzwaviBUzARAm parihftaBUzaRAnAm keralayozitAm keralANganAnAm alakezu camUreRuH senArajaH cUrRasya kuNkumAdirajasaH pratiniDIkftaH
sp001-001486_RV_04	etena yozitAm palAyanam camUnAm ca tadanuDAvanam Dvanyate
sp001-001487_RV_04	muraleti
sp001-001488_RV_04	muralA nAma keraladeSezu kAcinnadI
sp001-001489_RV_04	muralImArutodBUtam iti kecitpaWanti
sp001-001490_RV_04	tasyAH mArutena udDUtam utTApitam kEtakam ketakIsambanDi rajaH tadyoDavAravARAnAm raGuBawakaYcukAnAm
sp001-001491_RV_04	kaYcuko vAravARoऽstrI ityamaraH
sp001-001492_RV_04	ayatnapawavAsatAm ayatnasidDavastravAsanAdravyatvam agamat
sp001-001493_RV_04	pizwAtaH pawavAsakaH ityamaraH
sp001-001494_RV_04	aByaBUyateti
sp001-001495_RV_04	caratAm gacCatAm vAhAnAm vAjinAm
sp001-001496_RV_04	vAjivAhArvaganDarvahayasEnDavasaptayaH ityamaraH
sp001-001497_RV_04	gAtrASiYjitEH gAtrezu SabdAyamAnEH
sp001-001498_RV_04	kartari ktaH
sp001-001499_RV_04	gAtrasaYjitEH iti vA pAWaH
sp001-001500_RV_04	saYjateH RyantAt karmaRi ktaH
sp001-001501_RV_04	varmaBiH kavacEH
sp001-001502_RV_04	marmarEH iti pAWe vAhAnAm gAtraSiYjitEH gAtraDvaniBiH ityarTaH
sp001-001503_RV_04	marmaro marmarAyamARa iti DvaneH viSezaRam
sp001-001504_RV_04	pavanena udDUtAnAm kampitAnAm rAjatAlIvanAnAm DvaniH aByaBUyata tiraskftaH
sp001-001505_RV_04	KarjUrIti
sp001-001506_RV_04	KarjUrIRAm tfRadrumaviSezARAm
sp001-001507_RV_04	KarjUraH ketakI tAlI KarjUrI ca tfRadrumAH ityamaraH
sp001-001508_RV_04	skanDezu prakARqezu
sp001-001509_RV_04	astrI prakARqaH skanDaH syAt mUlAcCAKAvaDestaroH ityamaraH
sp001-001510_RV_04	nadDAnAm badDAnAm kariRAm madodgAreRa madasrAveRa suganDizu
sp001-001511_RV_04	ganDasya ityAdinA ikAraH
sp001-001512_RV_04	kawezu gaRqezu punnAgeByaH nAgakeSareByaH punnAgapuzpARi vihAya
sp001-001513_RV_04	lyablope paYcamI
sp001-001514_RV_04	SilImuKA alayaH petuH
sp001-001515_RV_04	alibARO SilImuKO ityamaraH
sp001-001516_RV_04	tatoऽpi sOganDyAtiSayAditi BAvaH
sp001-001517_RV_04	avakASamiti
sp001-001518_RV_04	udanvAn udaDiH rAmAya jAmadagnyAya
sp001-001519_RV_04	aByarTito yAcitaH san
sp001-001520_RV_04	avakASam sTAnam dadO kila
sp001-001521_RV_04	kileti prasidDO
sp001-001522_RV_04	raGavetu aparAntamahIpAlavyAjena karam valim dadO
sp001-001523_RV_04	balihastAMSavaH karAH ityamaraH
sp001-001524_RV_04	aparAntAnAm samudramaDyadeSavartitvAt tErdatte kare samudradattatvopacAraH
sp001-001525_RV_04	karadAnam ca BItyA
sp001-001526_RV_04	na tu yAcYayA iti rAmAt raGoH utkarzaH
sp001-001527_RV_04	matteBeti
sp001-001528_RV_04	tatra sa raGuH mattAnAm iBAnAm radanotkIrRAni dantakzatAnyeva
sp001-001529_RV_04	BAve ktaH
sp001-001530_RV_04	vyaktAni sPuwAni vikramalakzaRAni parAkramacihnAni vijayavarRAlisTAnAni yasmin
sp001-001531_RV_04	tam taToktam trikUwam eva uccEH jayastamBam cakAra
sp001-001532_RV_04	gAQaprakASaH trikUwoऽdriH eva utkIrRavarRastamBa iva raGoH jayastamBaH aBUt ityarTaH
sp001-001533_RV_04	pArasIkAn iti
sp001-001534_RV_04	tataH sa raGuH
sp001-001535_RV_04	saMyamI yogI tattvajYAnena indriyAKyAn indriyanAmakAn ripUn iva
sp001-001536_RV_04	pArasIkAn rAjYaH jetum sTalavartmanA pratasTe
sp001-001537_RV_04	na tu nirdizwenApi jalapaTena
sp001-001538_RV_04	samudrayAnasya nizidDatvAt iti BAvaH
sp001-001539_RV_04	yavanImuKeti
sp001-001540_RV_04	sa raGuH yavanInAm yavanastrIRAm
sp001-001541_RV_04	jAterastrIvizayAdayopaDAt iti NIz
sp001-001542_RV_04	muKAni padmAnIva muKapadmAni
sp001-001543_RV_04	upamitasamAsaH
sp001-001544_RV_04	tezAm maDunA madyena yo madaH madarAgaH
sp001-001545_RV_04	kAryakAraRaBAvayoH aBedena nirdeSaH
sp001-001546_RV_04	tam na sehe
sp001-001547_RV_04	kam iva
sp001-001548_RV_04	akAle prAvfqvyatirikte kAle jaladodayaH
